,epiweek_start,epiweek_middle,epiweek_end,superlineage_combo,c0_MSD,c1_MSD,c2_MSD,c3_MSD,c4_MSD,Netau_MSD,c0,c1,c2,c3,c4,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper,T
56,19.0,21.0,23.0,16,,,,,,,,,,,,,,,5
57,19.0,21.0,23.0,17,,,,,,,,,,,,,,,5
58,19.0,21.0,23.0,18,,,,,,,,,,,,,,,5
59,19.0,21.0,23.0,19,,,,,,,,,,,,,,,5
60,20.0,22.0,24.0,0,,,,,,,,,,,,,,,5
61,20.0,22.0,24.0,1,,,,,,,,,,,,,,,5
62,20.0,22.0,24.0,2,,,,,,,,,,,,,,,5
63,20.0,22.0,24.0,3,,,,,,,,,,,,,,,5
64,20.0,22.0,24.0,4,,,,,,,,,,,,,,,5
65,20.0,22.0,24.0,5,,,,,,,,,,,,,,,5
66,20.0,22.0,24.0,6,,,,,,,,,,,,,,,5
67,20.0,22.0,24.0,7,,,,,,,,,,,,,,,5
68,20.0,22.0,24.0,8,,,,,,,,,,,,,,,5
69,20.0,22.0,24.0,9,,,,,,,,,,,,,,,5
70,20.0,22.0,24.0,10,,,,,,,,,,,,,,,5
71,20.0,22.0,24.0,11,,,,,,,,,,,,,,,5
72,20.0,22.0,24.0,12,,,,,,,,,,,,,,,5
73,20.0,22.0,24.0,13,,,,,,,,,,,,,,,5
74,20.0,22.0,24.0,14,,,,,,,,,,,,,,,5
75,20.0,22.0,24.0,15,,,,,,,,,,,,,,,5
76,20.0,22.0,24.0,16,,,,,,,,,,,,,,,5
77,20.0,22.0,24.0,17,,,,,,,,,,,,,,,5
78,20.0,22.0,24.0,18,,,,,,,,,,,,,,,5
79,20.0,22.0,24.0,19,,,,,,,,,,,,,,,5
80,21.0,23.0,25.0,0,,,,,,,,,,,,,,,5
81,21.0,23.0,25.0,1,,,,,,,,,,,,,,,5
82,21.0,23.0,25.0,2,,,,,,,,,,,,,,,5
83,21.0,23.0,25.0,3,,,,,,,,,,,,,,,5
84,21.0,23.0,25.0,4,,,,,,,,,,,,,,,5
85,21.0,23.0,25.0,5,,,,,,,,,,,,,,,5
86,21.0,23.0,25.0,6,,,,,,,,,,,,,,,5
87,21.0,23.0,25.0,7,,,,,,,,,,,,,,,5
88,21.0,23.0,25.0,8,,,,,,,,,,,,,,,5
89,21.0,23.0,25.0,9,,,,,,,,,,,,,,,5
90,21.0,23.0,25.0,10,,,,,,,,,,,,,,,5
91,21.0,23.0,25.0,11,,,,,,,,,,,,,,,5
92,21.0,23.0,25.0,12,,,,,,,,,,,,,,,5
93,21.0,23.0,25.0,13,,,,,,,,,,,,,,,5
94,21.0,23.0,25.0,14,,,,,,,,,,,,,,,5
95,21.0,23.0,25.0,15,,,,,,,,,,,,,,,5
96,21.0,23.0,25.0,16,,,,,,,,,,,,,,,5
97,21.0,23.0,25.0,17,,,,,,,,,,,,,,,5
98,21.0,23.0,25.0,18,,,,,,,,,,,,,,,5
99,21.0,23.0,25.0,19,,,,,,,,,,,,,,,5
100,22.0,24.0,26.0,0,,,,,,,,,,,,,,,5
101,22.0,24.0,26.0,1,,,,,,,,,,,,,,,5
102,22.0,24.0,26.0,2,,,,,,,,,,,,,,,5
103,22.0,24.0,26.0,3,,,,,,,,,,,,,,,5
104,22.0,24.0,26.0,4,,,,,,,,,,,,,,,5
105,22.0,24.0,26.0,5,,,,,,,,,,,,,,,5
106,22.0,24.0,26.0,6,,,,,,,,,,,,,,,5
107,22.0,24.0,26.0,7,,,,,,,,,,,,,,,5
108,22.0,24.0,26.0,8,,,,,,,,,,,,,,,5
109,22.0,24.0,26.0,9,,,,,,,,,,,,,,,5
110,22.0,24.0,26.0,10,,,,,,,,,,,,,,,5
111,22.0,24.0,26.0,11,,,,,,,,,,,,,,,5
112,22.0,24.0,26.0,12,,,,,,,,,,,,,,,5
113,22.0,24.0,26.0,13,,,,,,,,,,,,,,,5
114,22.0,24.0,26.0,14,,,,,,,,,,,,,,,5
115,22.0,24.0,26.0,15,,,,,,,,,,,,,,,5
116,22.0,24.0,26.0,16,,,,,,,,,,,,,,,5
117,22.0,24.0,26.0,17,,,,,,,,,,,,,,,5
118,22.0,24.0,26.0,18,,,,,,,,,,,,,,,5
119,22.0,24.0,26.0,19,,,,,,,,,,,,,,,5
120,23.0,25.0,27.0,0,,,,,,,,,,,,,,,5
121,23.0,25.0,27.0,1,,,,,,,,,,,,,,,5
122,23.0,25.0,27.0,2,,,,,,,,,,,,,,,5
123,23.0,25.0,27.0,3,,,,,,,,,,,,,,,5
124,23.0,25.0,27.0,4,,,,,,,,,,,,,,,5
125,23.0,25.0,27.0,5,,,,,,,,,,,,,,,5
126,23.0,25.0,27.0,6,,,,,,,,,,,,,,,5
127,23.0,25.0,27.0,7,,,,,,,,,,,,,,,5
128,23.0,25.0,27.0,8,,,,,,,,,,,,,,,5
129,23.0,25.0,27.0,9,,,,,,,,,,,,,,,5
130,23.0,25.0,27.0,10,,,,,,,,,,,,,,,5
131,23.0,25.0,27.0,11,,,,,,,,,,,,,,,5
132,23.0,25.0,27.0,12,,,,,,,,,,,,,,,5
133,23.0,25.0,27.0,13,,,,,,,,,,,,,,,5
134,23.0,25.0,27.0,14,,,,,,,,,,,,,,,5
135,23.0,25.0,27.0,15,,,,,,,,,,,,,,,5
136,23.0,25.0,27.0,16,,,,,,,,,,,,,,,5
137,23.0,25.0,27.0,17,,,,,,,,,,,,,,,5
138,23.0,25.0,27.0,18,,,,,,,,,,,,,,,5
139,23.0,25.0,27.0,19,,,,,,,,,,,,,,,5
140,24.0,26.0,28.0,0,,,,,,,,,,,,,,,5
141,24.0,26.0,28.0,1,,,,,,,,,,,,,,,5
142,24.0,26.0,28.0,2,,,,,,,,,,,,,,,5
143,24.0,26.0,28.0,3,,,,,,,,,,,,,,,5
144,24.0,26.0,28.0,4,,,,,,,,,,,,,,,5
145,24.0,26.0,28.0,5,,,,,,,,,,,,,,,5
146,24.0,26.0,28.0,6,,,,,,,,,,,,,,,5
147,24.0,26.0,28.0,7,,,,,,,,,,,,,,,5
148,24.0,26.0,28.0,8,,,,,,,,,,,,,,,5
149,24.0,26.0,28.0,9,,,,,,,,,,,,,,,5
150,24.0,26.0,28.0,10,,,,,,,,,,,,,,,5
151,24.0,26.0,28.0,11,,,,,,,,,,,,,,,5
152,24.0,26.0,28.0,12,,,,,,,,,,,,,,,5
153,24.0,26.0,28.0,13,,,,,,,,,,,,,,,5
154,24.0,26.0,28.0,14,,,,,,,,,,,,,,,5
155,24.0,26.0,28.0,15,,,,,,,,,,,,,,,5
156,24.0,26.0,28.0,16,,,,,,,,,,,,,,,5
157,24.0,26.0,28.0,17,,,,,,,,,,,,,,,5
158,24.0,26.0,28.0,18,,,,,,,,,,,,,,,5
159,24.0,26.0,28.0,19,,,,,,,,,,,,,,,5
160,25.0,27.0,29.0,0,,,,,,,,,,,,,,,5
161,25.0,27.0,29.0,1,,,,,,,,,,,,,,,5
162,25.0,27.0,29.0,2,,,,,,,,,,,,,,,5
163,25.0,27.0,29.0,3,,,,,,,,,,,,,,,5
164,25.0,27.0,29.0,4,,,,,,,,,,,,,,,5
165,25.0,27.0,29.0,5,,,,,,,,,,,,,,,5
166,25.0,27.0,29.0,6,,,,,,,,,,,,,,,5
167,25.0,27.0,29.0,7,,,,,,,,,,,,,,,5
168,25.0,27.0,29.0,8,,,,,,,,,,,,,,,5
169,25.0,27.0,29.0,9,,,,,,,,,,,,,,,5
170,25.0,27.0,29.0,10,,,,,,,,,,,,,,,5
171,25.0,27.0,29.0,11,,,,,,,,,,,,,,,5
172,25.0,27.0,29.0,12,,,,,,,,,,,,,,,5
173,25.0,27.0,29.0,13,,,,,,,,,,,,,,,5
174,25.0,27.0,29.0,14,,,,,,,,,,,,,,,5
175,25.0,27.0,29.0,15,,,,,,,,,,,,,,,5
176,25.0,27.0,29.0,16,,,,,,,,,,,,,,,5
177,25.0,27.0,29.0,17,,,,,,,,,,,,,,,5
178,25.0,27.0,29.0,18,,,,,,,,,,,,,,,5
179,25.0,27.0,29.0,19,,,,,,,,,,,,,,,5
180,26.0,28.0,30.0,0,,,,,,,,,,,,,,,5
181,26.0,28.0,30.0,1,,,,,,,,,,,,,,,5
182,26.0,28.0,30.0,2,,,,,,,,,,,,,,,5
183,26.0,28.0,30.0,3,,,,,,,,,,,,,,,5
184,26.0,28.0,30.0,4,,,,,,,,,,,,,,,5
185,26.0,28.0,30.0,5,,,,,,,,,,,,,,,5
186,26.0,28.0,30.0,6,,,,,,,,,,,,,,,5
187,26.0,28.0,30.0,7,,,,,,,,,,,,,,,5
188,26.0,28.0,30.0,8,,,,,,,,,,,,,,,5
189,26.0,28.0,30.0,9,,,,,,,,,,,,,,,5
190,26.0,28.0,30.0,10,,,,,,,,,,,,,,,5
191,26.0,28.0,30.0,11,,,,,,,,,,,,,,,5
192,26.0,28.0,30.0,12,,,,,,,,,,,,,,,5
193,26.0,28.0,30.0,13,,,,,,,,,,,,,,,5
194,26.0,28.0,30.0,14,,,,,,,,,,,,,,,5
195,26.0,28.0,30.0,15,,,,,,,,,,,,,,,5
196,26.0,28.0,30.0,16,,,,,,,,,,,,,,,5
197,26.0,28.0,30.0,17,,,,,,,,,,,,,,,5
198,26.0,28.0,30.0,18,,,,,,,,,,,,,,,5
199,26.0,28.0,30.0,19,,,,,,,,,,,,,,,5
200,27.0,29.0,31.0,0,,,,,,,,,,,,,,,5
201,27.0,29.0,31.0,1,,,,,,,,,,,,,,,5
202,27.0,29.0,31.0,2,,,,,,,,,,,,,,,5
203,27.0,29.0,31.0,3,,,,,,,,,,,,,,,5
204,27.0,29.0,31.0,4,,,,,,,,,,,,,,,5
205,27.0,29.0,31.0,5,,,,,,,,,,,,,,,5
206,27.0,29.0,31.0,6,,,,,,,,,,,,,,,5
207,27.0,29.0,31.0,7,,,,,,,,,,,,,,,5
208,27.0,29.0,31.0,8,,,,,,,,,,,,,,,5
209,27.0,29.0,31.0,9,,,,,,,,,,,,,,,5
210,27.0,29.0,31.0,10,,,,,,,,,,,,,,,5
211,27.0,29.0,31.0,11,,,,,,,,,,,,,,,5
212,27.0,29.0,31.0,12,,,,,,,,,,,,,,,5
213,27.0,29.0,31.0,13,,,,,,,,,,,,,,,5
214,27.0,29.0,31.0,14,,,,,,,,,,,,,,,5
215,27.0,29.0,31.0,15,,,,,,,,,,,,,,,5
216,27.0,29.0,31.0,16,,,,,,,,,,,,,,,5
217,27.0,29.0,31.0,17,,,,,,,,,,,,,,,5
218,27.0,29.0,31.0,18,,,,,,,,,,,,,,,5
219,27.0,29.0,31.0,19,,,,,,,,,,,,,,,5
220,28.0,30.0,32.0,0,,,,,,,,,,,,,,,5
221,28.0,30.0,32.0,1,,,,,,,,,,,,,,,5
222,28.0,30.0,32.0,2,,,,,,,,,,,,,,,5
223,28.0,30.0,32.0,3,,,,,,,,,,,,,,,5
224,28.0,30.0,32.0,4,,,,,,,,,,,,,,,5
225,28.0,30.0,32.0,5,,,,,,,,,,,,,,,5
226,28.0,30.0,32.0,6,,,,,,,,,,,,,,,5
227,28.0,30.0,32.0,7,,,,,,,,,,,,,,,5
228,28.0,30.0,32.0,8,,,,,,,,,,,,,,,5
229,28.0,30.0,32.0,9,,,,,,,,,,,,,,,5
230,28.0,30.0,32.0,10,,,,,,,,,,,,,,,5
231,28.0,30.0,32.0,11,,,,,,,,,,,,,,,5
232,28.0,30.0,32.0,12,,,,,,,,,,,,,,,5
233,28.0,30.0,32.0,13,,,,,,,,,,,,,,,5
234,28.0,30.0,32.0,14,,,,,,,,,,,,,,,5
235,28.0,30.0,32.0,15,,,,,,,,,,,,,,,5
236,28.0,30.0,32.0,16,,,,,,,,,,,,,,,5
237,28.0,30.0,32.0,17,,,,,,,,,,,,,,,5
238,28.0,30.0,32.0,18,,,,,,,,,,,,,,,5
239,28.0,30.0,32.0,19,,,,,,,,,,,,,,,5
240,29.0,31.0,33.0,0,,,,,,,,,,,,,,,5
241,29.0,31.0,33.0,1,,,,,,,,,,,,,,,5
242,29.0,31.0,33.0,2,,,,,,,,,,,,,,,5
243,29.0,31.0,33.0,3,,,,,,,,,,,,,,,5
244,29.0,31.0,33.0,4,,,,,,,,,,,,,,,5
245,29.0,31.0,33.0,5,,,,,,,,,,,,,,,5
246,29.0,31.0,33.0,6,,,,,,,,,,,,,,,5
247,29.0,31.0,33.0,7,,,,,,,,,,,,,,,5
248,29.0,31.0,33.0,8,,,,,,,,,,,,,,,5
249,29.0,31.0,33.0,9,,,,,,,,,,,,,,,5
250,29.0,31.0,33.0,10,,,,,,,,,,,,,,,5
251,29.0,31.0,33.0,11,,,,,,,,,,,,,,,5
252,29.0,31.0,33.0,12,,,,,,,,,,,,,,,5
253,29.0,31.0,33.0,13,,,,,,,,,,,,,,,5
254,29.0,31.0,33.0,14,,,,,,,,,,,,,,,5
255,29.0,31.0,33.0,15,,,,,,,,,,,,,,,5
256,29.0,31.0,33.0,16,,,,,,,,,,,,,,,5
257,29.0,31.0,33.0,17,,,,,,,,,,,,,,,5
258,29.0,31.0,33.0,18,,,,,,,,,,,,,,,5
259,29.0,31.0,33.0,19,,,,,,,,,,,,,,,5
260,30.0,32.0,34.0,0,,,,,,,,,,,,,,,5
261,30.0,32.0,34.0,1,,,,,,,,,,,,,,,5
262,30.0,32.0,34.0,2,,,,,,,,,,,,,,,5
263,30.0,32.0,34.0,3,,,,,,,,,,,,,,,5
264,30.0,32.0,34.0,4,,,,,,,,,,,,,,,5
265,30.0,32.0,34.0,5,,,,,,,,,,,,,,,5
266,30.0,32.0,34.0,6,,,,,,,,,,,,,,,5
267,30.0,32.0,34.0,7,,,,,,,,,,,,,,,5
268,30.0,32.0,34.0,8,,,,,,,,,,,,,,,5
269,30.0,32.0,34.0,9,,,,,,,,,,,,,,,5
270,30.0,32.0,34.0,10,,,,,,,,,,,,,,,5
271,30.0,32.0,34.0,11,,,,,,,,,,,,,,,5
272,30.0,32.0,34.0,12,,,,,,,,,,,,,,,5
273,30.0,32.0,34.0,13,,,,,,,,,,,,,,,5
274,30.0,32.0,34.0,14,,,,,,,,,,,,,,,5
275,30.0,32.0,34.0,15,,,,,,,,,,,,,,,5
276,30.0,32.0,34.0,16,,,,,,,,,,,,,,,5
277,30.0,32.0,34.0,17,,,,,,,,,,,,,,,5
278,30.0,32.0,34.0,18,,,,,,,,,,,,,,,5
279,30.0,32.0,34.0,19,,,,,,,,,,,,,,,5
280,31.0,33.0,35.0,0,,,,,,,,,,,,,,,5
281,31.0,33.0,35.0,1,,,,,,,,,,,,,,,5
282,31.0,33.0,35.0,2,,,,,,,,,,,,,,,5
283,31.0,33.0,35.0,3,,,,,,,,,,,,,,,5
284,31.0,33.0,35.0,4,,,,,,,,,,,,,,,5
285,31.0,33.0,35.0,5,,,,,,,,,,,,,,,5
286,31.0,33.0,35.0,6,,,,,,,,,,,,,,,5
287,31.0,33.0,35.0,7,,,,,,,,,,,,,,,5
288,31.0,33.0,35.0,8,,,,,,,,,,,,,,,5
289,31.0,33.0,35.0,9,,,,,,,,,,,,,,,5
290,31.0,33.0,35.0,10,,,,,,,,,,,,,,,5
291,31.0,33.0,35.0,11,,,,,,,,,,,,,,,5
292,31.0,33.0,35.0,12,,,,,,,,,,,,,,,5
293,31.0,33.0,35.0,13,,,,,,,,,,,,,,,5
294,31.0,33.0,35.0,14,,,,,,,,,,,,,,,5
295,31.0,33.0,35.0,15,,,,,,,,,,,,,,,5
296,31.0,33.0,35.0,16,,,,,,,,,,,,,,,5
297,31.0,33.0,35.0,17,,,,,,,,,,,,,,,5
298,31.0,33.0,35.0,18,,,,,,,,,,,,,,,5
299,31.0,33.0,35.0,19,,,,,,,,,,,,,,,5
300,32.0,34.0,36.0,0,,,,,,,,,,,,,,,5
301,32.0,34.0,36.0,1,,,,,,,,,,,,,,,5
302,32.0,34.0,36.0,2,,,,,,,,,,,,,,,5
303,32.0,34.0,36.0,3,,,,,,,,,,,,,,,5
304,32.0,34.0,36.0,4,,,,,,,,,,,,,,,5
305,32.0,34.0,36.0,5,,,,,,,,,,,,,,,5
306,32.0,34.0,36.0,6,,,,,,,,,,,,,,,5
307,32.0,34.0,36.0,7,,,,,,,,,,,,,,,5
308,32.0,34.0,36.0,8,,,,,,,,,,,,,,,5
309,32.0,34.0,36.0,9,,,,,,,,,,,,,,,5
310,32.0,34.0,36.0,10,,,,,,,,,,,,,,,5
311,32.0,34.0,36.0,11,,,,,,,,,,,,,,,5
312,32.0,34.0,36.0,12,,,,,,,,,,,,,,,5
313,32.0,34.0,36.0,13,,,,,,,,,,,,,,,5
314,32.0,34.0,36.0,14,,,,,,,,,,,,,,,5
315,32.0,34.0,36.0,15,,,,,,,,,,,,,,,5
316,32.0,34.0,36.0,16,,,,,,,,,,,,,,,5
317,32.0,34.0,36.0,17,,,,,,,,,,,,,,,5
318,32.0,34.0,36.0,18,,,,,,,,,,,,,,,5
319,32.0,34.0,36.0,19,,,,,,,,,,,,,,,5
320,33.0,35.0,37.0,0,,,,,,,,,,,,,,,5
321,33.0,35.0,37.0,1,,,,,,,,,,,,,,,5
322,33.0,35.0,37.0,2,,,,,,,,,,,,,,,5
323,33.0,35.0,37.0,3,,,,,,,,,,,,,,,5
324,33.0,35.0,37.0,4,,,,,,,,,,,,,,,5
325,33.0,35.0,37.0,5,,,,,,,,,,,,,,,5
326,33.0,35.0,37.0,6,,,,,,,,,,,,,,,5
327,33.0,35.0,37.0,7,,,,,,,,,,,,,,,5
328,33.0,35.0,37.0,8,,,,,,,,,,,,,,,5
329,33.0,35.0,37.0,9,,,,,,,,,,,,,,,5
330,33.0,35.0,37.0,10,,,,,,,,,,,,,,,5
331,33.0,35.0,37.0,11,,,,,,,,,,,,,,,5
332,33.0,35.0,37.0,12,,,,,,,,,,,,,,,5
333,33.0,35.0,37.0,13,,,,,,,,,,,,,,,5
334,33.0,35.0,37.0,14,,,,,,,,,,,,,,,5
335,33.0,35.0,37.0,15,,,,,,,,,,,,,,,5
336,33.0,35.0,37.0,16,,,,,,,,,,,,,,,5
337,33.0,35.0,37.0,17,,,,,,,,,,,,,,,5
338,33.0,35.0,37.0,18,,,,,,,,,,,,,,,5
339,33.0,35.0,37.0,19,,,,,,,,,,,,,,,5
340,34.0,36.0,38.0,0,,,,,,,,,,,,,,,5
341,34.0,36.0,38.0,1,,,,,,,,,,,,,,,5
342,34.0,36.0,38.0,2,,,,,,,,,,,,,,,5
343,34.0,36.0,38.0,3,,,,,,,,,,,,,,,5
344,34.0,36.0,38.0,4,,,,,,,,,,,,,,,5
345,34.0,36.0,38.0,5,,,,,,,,,,,,,,,5
346,34.0,36.0,38.0,6,,,,,,,,,,,,,,,5
347,34.0,36.0,38.0,7,,,,,,,,,,,,,,,5
348,34.0,36.0,38.0,8,,,,,,,,,,,,,,,5
349,34.0,36.0,38.0,9,,,,,,,,,,,,,,,5
350,34.0,36.0,38.0,10,,,,,,,,,,,,,,,5
351,34.0,36.0,38.0,11,,,,,,,,,,,,,,,5
352,34.0,36.0,38.0,12,,,,,,,,,,,,,,,5
353,34.0,36.0,38.0,13,,,,,,,,,,,,,,,5
354,34.0,36.0,38.0,14,,,,,,,,,,,,,,,5
355,34.0,36.0,38.0,15,,,,,,,,,,,,,,,5
356,34.0,36.0,38.0,16,,,,,,,,,,,,,,,5
357,34.0,36.0,38.0,17,,,,,,,,,,,,,,,5
358,34.0,36.0,38.0,18,,,,,,,,,,,,,,,5
359,34.0,36.0,38.0,19,,,,,,,,,,,,,,,5
360,35.0,37.0,39.0,0,,,,,,,,,,,,,,,5
361,35.0,37.0,39.0,1,,,,,,,,,,,,,,,5
362,35.0,37.0,39.0,2,,,,,,,,,,,,,,,5
363,35.0,37.0,39.0,3,,,,,,,,,,,,,,,5
364,35.0,37.0,39.0,4,,,,,,,,,,,,,,,5
365,35.0,37.0,39.0,5,,,,,,,,,,,,,,,5
366,35.0,37.0,39.0,6,,,,,,,,,,,,,,,5
367,35.0,37.0,39.0,7,,,,,,,,,,,,,,,5
368,35.0,37.0,39.0,8,,,,,,,,,,,,,,,5
369,35.0,37.0,39.0,9,,,,,,,,,,,,,,,5
370,35.0,37.0,39.0,10,,,,,,,,,,,,,,,5
371,35.0,37.0,39.0,11,,,,,,,,,,,,,,,5
372,35.0,37.0,39.0,12,,,,,,,,,,,,,,,5
373,35.0,37.0,39.0,13,,,,,,,,,,,,,,,5
374,35.0,37.0,39.0,14,,,,,,,,,,,,,,,5
375,35.0,37.0,39.0,15,,,,,,,,,,,,,,,5
376,35.0,37.0,39.0,16,,,,,,,,,,,,,,,5
377,35.0,37.0,39.0,17,,,,,,,,,,,,,,,5
378,35.0,37.0,39.0,18,,,,,,,,,,,,,,,5
379,35.0,37.0,39.0,19,,,,,,,,,,,,,,,5
380,36.0,38.0,40.0,0,,,,,,,,,,,,,,,5
381,36.0,38.0,40.0,1,,,,,,,,,,,,,,,5
382,36.0,38.0,40.0,2,,,,,,,,,,,,,,,5
383,36.0,38.0,40.0,3,,,,,,,,,,,,,,,5
384,36.0,38.0,40.0,4,,,,,,,,,,,,,,,5
385,36.0,38.0,40.0,5,,,,,,,,,,,,,,,5
386,36.0,38.0,40.0,6,,,,,,,,,,,,,,,5
387,36.0,38.0,40.0,7,,,,,,,,,,,,,,,5
388,36.0,38.0,40.0,8,,,,,,,,,,,,,,,5
389,36.0,38.0,40.0,9,,,,,,,,,,,,,,,5
390,36.0,38.0,40.0,10,,,,,,,,,,,,,,,5
391,36.0,38.0,40.0,11,,,,,,,,,,,,,,,5
392,36.0,38.0,40.0,12,,,,,,,,,,,,,,,5
393,36.0,38.0,40.0,13,,,,,,,,,,,,,,,5
394,36.0,38.0,40.0,14,,,,,,,,,,,,,,,5
395,36.0,38.0,40.0,15,,,,,,,,,,,,,,,5
396,36.0,38.0,40.0,16,,,,,,,,,,,,,,,5
397,36.0,38.0,40.0,17,,,,,,,,,,,,,,,5
398,36.0,38.0,40.0,18,,,,,,,,,,,,,,,5
399,36.0,38.0,40.0,19,,,,,,,,,,,,,,,5
400,37.0,39.0,41.0,0,,,,,,,,,,,,,,,5
401,37.0,39.0,41.0,1,,,,,,,,,,,,,,,5
402,37.0,39.0,41.0,2,,,,,,,,,,,,,,,5
403,37.0,39.0,41.0,3,,,,,,,,,,,,,,,5
404,37.0,39.0,41.0,4,,,,,,,,,,,,,,,5
405,37.0,39.0,41.0,5,,,,,,,,,,,,,,,5
406,37.0,39.0,41.0,6,,,,,,,,,,,,,,,5
407,37.0,39.0,41.0,7,,,,,,,,,,,,,,,5
408,37.0,39.0,41.0,8,,,,,,,,,,,,,,,5
409,37.0,39.0,41.0,9,,,,,,,,,,,,,,,5
410,37.0,39.0,41.0,10,,,,,,,,,,,,,,,5
411,37.0,39.0,41.0,11,,,,,,,,,,,,,,,5
412,37.0,39.0,41.0,12,,,,,,,,,,,,,,,5
413,37.0,39.0,41.0,13,,,,,,,,,,,,,,,5
414,37.0,39.0,41.0,14,,,,,,,,,,,,,,,5
415,37.0,39.0,41.0,15,,,,,,,,,,,,,,,5
416,37.0,39.0,41.0,16,,,,,,,,,,,,,,,5
417,37.0,39.0,41.0,17,,,,,,,,,,,,,,,5
418,37.0,39.0,41.0,18,,,,,,,,,,,,,,,5
419,37.0,39.0,41.0,19,,,,,,,,,,,,,,,5
420,38.0,40.0,42.0,0,,,,,,,,,,,,,,,5
421,38.0,40.0,42.0,1,,,,,,,,,,,,,,,5
422,38.0,40.0,42.0,2,,,,,,,,,,,,,,,5
423,38.0,40.0,42.0,3,,,,,,,,,,,,,,,5
424,38.0,40.0,42.0,4,,,,,,,,,,,,,,,5
425,38.0,40.0,42.0,5,,,,,,,,,,,,,,,5
426,38.0,40.0,42.0,6,,,,,,,,,,,,,,,5
427,38.0,40.0,42.0,7,,,,,,,,,,,,,,,5
428,38.0,40.0,42.0,8,,,,,,,,,,,,,,,5
